Date,1_month_rainfall_aggregate,1_month_rainfall_aggregate_avg
2011-11-21,352.5259,337.5647
2011-12-01,342.862,341.21
2011-12-11,425.7069,356.7336
2011-12-21,303.9052,339.5899
2012-01-01,300.4483,301.2839
2012-01-11,134.6121,237.2716
2012-01-21,37.4052,180.1767
2012-02-01,113.8017,143.8716
2012-02-11,151.8017,107.4868
2012-02-21,152.1466,77.2302
2012-03-01,55.3017,64.8802
2012-03-11,20.5603,65.8649
2012-03-21,55.7759,71.8262
2012-04-01,119.0862,78.3716
2012-04-11,169.9914,91.55
2012-04-21,161.5431,104.1287
2012-05-01,105.3534,133.4764
2012-05-11,50.9914,159.3523
2012-05-21,22,161.1474
2012-06-01,14.75,108.7931
2012-06-11,13.1638,49.7503
2012-06-21,7.2931,14.0302
2012-07-01,9.9828,21.0032
2012-07-11,48.0172,36.7463
2012-07-21,48.2672,52.298
2012-08-01,49.4138,53.6175
2012-08-11,15.819,60.8282
2012-08-21,20.9052,70.2537
2012-09-01,57.1207,93.3828
2012-09-11,71.0517,99.7816
2012-09-21,128.1638,127.15
2012-10-01,148.5086,147.3385
2012-10-11,360.2414,205.3934
2012-10-21,555.0259,260.2779
2012-11-01,550.3448,306.6902
2012-11-11,394.8362,324.5644
2012-11-21,249.5259,337.5647
2012-12-01,240.5,341.21
2012-12-11,511.1294,356.7336
2012-12-21,719.069,339.5899
2013-01-01,1004.4913,301.2839
2013-01-11,669.9742,237.2716
2013-01-21,451.2845,180.1767
2013-02-01,177.4483,143.8716
2013-02-11,294.6724,107.4868
2013-02-21,193.2155,77.2302
2013-03-01,227.8276,64.8802
2013-03-11,137.5517,65.8649
2013-03-21,221.7241,71.8262
2013-04-01,130.8534,78.3716
2013-04-11,110.5259,91.55
2013-04-21,45.9052,104.1287
2013-05-01,96.4741,133.4764
2013-05-11,161.4828,159.3523
2013-05-21,159.4655,161.1474
2013-06-01,110.6466,108.7931
2013-06-11,28.6724,49.7503
2013-06-21,16.0603,14.0302
2013-07-01,31.5431,21.0032
2013-07-11,41.8621,36.7463
2013-07-21,46.319,52.298
2013-08-01,80.8793,53.6175
2013-08-11,95.2845,60.8282
2013-08-21,111.4483,70.2537
2013-09-01,158.4741,93.3828
2013-09-11,170.0172,99.7816
2013-09-21,146.6034,127.15
2013-10-01,57.2414,147.3385
2013-10-11,101.6379,205.3934
2013-10-21,113.0172,260.2779
2013-11-01,131.4396,306.6902
2013-11-11,124.5172,324.5644
2013-11-21,173.5776,337.5647
2013-12-01,278.7069,341.21
2013-12-11,223.3879,356.7336
2013-12-21,177.7241,339.5899
2014-01-01,118.6552,301.2839
2014-01-11,244.5086,237.2716
2014-01-21,228.6466,180.1767
2014-02-01,152.6983,143.8716
2014-02-11,12.1121,107.4868
2014-02-21,48.3707,77.2302
2014-03-01,59.2241,64.8802
2014-03-11,61.7931,65.8649
2014-03-21,23.6897,71.8262
2014-04-01,23.8621,78.3716
2014-04-11,38.1379,91.55
2014-04-21,107.6724,104.1287
2014-05-01,249.4483,133.4764
2014-05-11,235.4655,159.3523
2014-05-21,193.9224,161.1474
2014-06-01,46.2328,108.7931
2014-06-11,38.2586,49.7503
2014-06-21,10.2155,14.0302
2014-07-01,11.75,21.0032
2014-07-11,16.0431,36.7463
2014-07-21,17.5862,52.298
2014-08-01,35.6724,53.6175
2014-08-11,81.7586,60.8282
2014-08-21,103.7586,70.2537
2014-09-01,89.4569,93.3828
2014-09-11,60.3103,99.7816
2014-09-21,144.6724,127.15
2014-10-01,243.9224,147.3385
2014-10-11,315.9828,205.3934
2014-10-21,293.612,260.2779
2014-11-01,233.1466,306.6902
2014-11-11,286.2414,324.5644
2014-11-21,419.0345,337.5647
2014-12-01,606.862,341.21
2014-12-11,700.3794,356.7336
2014-12-21,988.6724,339.5899
2015-01-01,752.9569,301.2839
2015-01-11,514.4483,237.2716
2015-01-21,10.5517,180.1767
2015-02-01,66.681,143.8716
2015-02-11,74.9397,107.4868
2015-02-21,95.9828,77.2302
2015-03-01,43.5948,64.8802
2015-03-11,59.181,65.8649
2015-03-21,57.4397,71.8262
2015-04-01,90.6983,78.3716
2015-04-11,107.1896,91.55
2015-04-21,106.3707,104.1287
2015-05-01,155.8793,133.4764
2015-05-11,266.1034,159.3523
2015-05-21,253.2845,161.1474
2015-06-01,174.3362,108.7931
2015-06-11,24.1724,49.7503
2015-06-21,16.3362,14.0302
2015-07-01,7.1379,21.0032
2015-07-11,9.8103,36.7463
2015-07-21,17.7241,52.298
2015-08-01,23.6552,53.6175
2015-08-11,49.7586,60.8282
2015-08-21,47.0431,70.2537
2015-09-01,120.7328,93.3828
2015-09-11,108.9483,99.7816
2015-09-21,226.5603,127.15
2015-10-01,171.0431,147.3385
2015-10-11,210.9741,205.3934
2015-10-21,384.638,260.2779
2015-11-01,530.1638,306.6902
2015-11-11,629.3706,324.5644
2015-11-21,457.3276,337.5647
2015-12-01,515.4828,341.21
2015-12-11,441.4482,356.7336
2015-12-21,410.4828,339.5899
2016-01-01,186.0172,301.2839
2016-01-11,109.0948,237.2716
2016-01-21,41.8793,180.1767
2016-02-01,49.75,143.8716
2016-02-11,52.0345,107.4868
2016-02-21,32.7241,77.2302
2016-03-01,27.319,64.8802
2016-03-11,19.0862,65.8649
2016-03-21,50.8362,71.8262
2016-04-01,53.5517,78.3716
2016-04-11,68.6466,91.55
2016-04-21,46.8276,104.1287
2016-05-01,223.5259,133.4764
2016-05-11,792.4655,159.3523
2016-05-21,792.7414,161.1474
2016-06-01,607.0172,108.7931
2016-06-11,22.569,49.7503
2016-06-21,13.6121,14.0302
2016-07-01,21.8276,21.0032
2016-07-11,42.2241,36.7463
2016-07-21,77.2328,52.298
2016-08-01,71.2069,53.6175
2016-08-11,53.2241,60.8282
2016-08-21,31.9138,70.2537
2016-09-01,33.4655,93.3828
2016-09-11,45.0172,99.7816
2016-09-21,23.6638,127.15
2016-10-01,25.5259,147.3385
2016-10-11,55.6379,205.3934
2016-10-21,108.3707,260.2779
2016-11-01,168.4224,306.6902
2016-11-11,274.8966,324.5644
2016-11-21,281.862,337.5647
2016-12-01,234.9483,341.21
2016-12-11,109.6638,356.7336
2016-12-21,94.4138,339.5899
2017-01-01,76.3966,301.2839
2017-01-11,56.3793,237.2716
2017-01-21,198.8103,180.1767
2017-02-01,198.0517,143.8716
2017-02-11,212.9569,107.4868
2017-02-21,59.5603,77.2302
2017-03-01,145.8448,64.8802
2017-03-11,184.2931,65.8649
2017-03-21,151.8621,71.8262
2017-04-01,72.0862,78.3716
2017-04-11,34.1466,91.55
2017-04-21,32.5517,104.1287
2017-05-01,78.6293,133.4764
2017-05-11,105.3707,159.3523
2017-05-21,240.069,161.1474
2017-06-01,194.4914,108.7931
2017-06-11,148.9655,49.7503
2017-06-21,19.1293,14.0302
2017-07-01,31.3966,21.0032
2017-07-11,38.8362,36.7463
2017-07-21,58.5776,52.298
2017-08-01,79.0862,53.6175
2017-08-11,117.7069,60.8282
2017-08-21,130.0345,70.2537
2017-09-01,184.2328,93.3828
2017-09-11,173.5517,99.7816
2017-09-21,151.5517,127.15
2017-10-01,93.4828,147.3385
2017-10-11,129.8362,205.3934
2017-10-21,241.7414,260.2779
2017-11-01,350.6724,306.6902
2017-11-11,295.4397,324.5644
2017-11-21,326.4655,337.5647
2017-12-01,229.4914,341.21
2017-12-11,274.4483,356.7336
2017-12-21,128.3362,339.5899
2018-01-01,81.5776,301.2839
2018-01-11,32.2069,237.2716
2018-01-21,36.7328,180.1767
2018-02-01,42.181,143.8716
2018-02-11,31.6293,107.4868
2018-02-21,72.319,77.2302
2018-03-01,88.5172,64.8802
2018-03-11,136.4914,65.8649
2018-03-21,94.3362,71.8262
2018-04-01,109.1983,78.3716
2018-04-11,86.5862,91.55
2018-04-21,86.431,104.1287
2018-05-01,167.3707,133.4764
2018-05-11,341.6983,159.3523
2018-05-21,469.6207,161.1474
2018-06-01,357.1724,108.7931
2018-06-11,154.5948,49.7503
2018-06-21,14.75,14.0302
2018-07-01,16.6034,21.0032
2018-07-11,34.1897,36.7463
2018-07-21,34.3707,52.298
2018-08-01,30.75,53.6175
2018-08-11,47.3276,60.8282
2018-08-21,86.3362,70.2537
2018-09-01,85.5862,93.3828
2018-09-11,75.3879,99.7816
2018-09-21,98.2328,127.15
2018-10-01,233.2672,147.3385
2018-10-11,261.2069,205.3934
2018-10-21,310.4914,260.2779
2018-11-01,349.1983,306.6902
2018-11-11,357.2328,324.5644
2018-11-21,296.75,337.5647
2018-12-01,190.7931,341.21
2018-12-11,196.4224,356.7336
2018-12-21,183.5345,339.5899
2019-01-01,112.3793,301.2839
2019-01-11,66.25,237.2716
2019-01-21,26.819,180.1767
2019-02-01,130.1121,143.8716
2019-02-11,119.4397,107.4868
2019-02-21,121.7586,77.2302
2019-03-01,18.6552,64.8802
2019-03-11,9.3966,65.8649
2019-03-21,8.069,71.8262
2019-04-01,13.4397,78.3716
2019-04-11,55.9655,91.55
2019-04-21,93.9138,104.1287
2019-05-01,92.4138,133.4764
2019-05-11,72.9741,159.3523
2019-05-21,69.8534,161.1474
2019-06-01,86.9914,108.7931
2019-06-11,64.3707,49.7503
2019-06-21,30.2414,14.0302
2019-07-01,14.4741,21.0032
2019-07-11,32.1207,36.7463
2019-07-21,42.2672,52.298
2019-08-01,71.8621,53.6175
2019-08-11,142.1121,60.8282
2019-08-21,149.0604,70.2537
2019-09-01,128.0259,93.3828
2019-09-11,158.0172,99.7816
2019-09-21,206.5948,127.15
2019-10-01,227.8879,147.3385
2019-10-11,191.7845,205.3934
2019-10-21,310.5776,260.2779
2019-11-01,300.6552,306.6902
2019-11-11,248.75,324.5644
2019-11-21,349.4742,337.5647
2019-12-01,610.0776,341.21
2019-12-11,691.0086,356.7336
2019-12-21,466.8018,339.5899
2020-01-01,182.0776,301.2839
2020-01-11,74.2845,237.2716
2020-01-21,18.0172,180.1767
2020-02-01,19.681,143.8716
2020-02-11,17.319,107.4868
2020-02-21,13.5776,77.2302
2020-03-01,12.2845,64.8802
2020-03-11,18.3534,65.8649
2020-03-21,14.8448,71.8262
2020-04-01,22.1983,78.3716
2020-04-11,35.2414,91.55
2020-04-21,59.3621,104.1287
2020-05-01,178.3276,133.4764
2020-05-11,314.7414,159.3523
2020-05-21,324.431,161.1474
2020-06-01,205,108.7931
2020-06-11,50.8103,49.7503
2020-06-21,36.1034,14.0302
2020-07-01,51.6207,21.0032
2020-07-11,81.3534,36.7463
2020-07-21,127.7328,52.298
2020-08-01,119.6034,53.6175
2020-08-11,93.2672,60.8282
2020-08-21,53.5345,70.2537
2020-09-01,167.1552,93.3828
2020-09-11,215.1896,99.7816
2020-09-21,280.4397,127.15
2020-10-01,160.1034,147.3385
2020-10-11,138.3017,205.3934
2020-10-21,120.6897,260.2779
2020-11-01,252.9914,306.6902
2020-11-11,297.0517,324.5644
2020-11-21,282.0862,337.5647
2020-12-01,305.4828,341.21
2020-12-11,336.9224,356.7336
2020-12-21,479.4224,339.5899
2021-01-01,510.9138,301.2839
2021-01-11,528.1034,237.2716
2021-01-21,380.9828,180.1767
2021-02-01,205.4828,143.8716
2021-02-11,83.7931,107.4868
2021-02-21,32.6724,77.2302
2021-03-01,33.9052,64.8802
2021-03-11,34.25,65.8649
2021-03-21,56.1466,71.8262
2021-04-01,40.8621,78.3716
2021-04-11,104.1552,91.55
2021-04-21,100.4914,104.1287
2021-05-01,164.0862,133.4764
2021-05-11,185.8017,159.3523
2021-05-21,208.8879,161.1474
2021-06-01,160.7069,108.7931
2021-06-11,73.1121,49.7503
2021-06-21,32.0948,14.0302
2021-07-01,46.931,21.0032
2021-07-11,79.6638,36.7463
2021-07-21,78.3448,52.298
2021-08-01,49.7241,53.6175
2021-08-11,53.5345,60.8282
2021-08-21,86.1207,70.2537
2021-09-01,147.2845,93.3828
2021-09-11,149.9655,99.7816
2021-09-21,197.5776,127.15
2021-10-01,239.6896,147.3385
2021-10-11,235.6983,205.3934
2021-10-21,301.112,260.2779
2021-11-01,394.4828,306.6902
2021-11-11,437.2155,324.5644
2021-11-21,466.8362,337.5647
2021-12-01,282.819,341.21
2021-12-11,285.569,356.7336
2021-12-21,116.7155,339.5899
