Date,T2M,T2MDEW,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PS,WS2M,WS2M_MAX,WS2M_MIN,GWETTOP,GWETROOT,GWETPROF,1_month_rainfall_aggregate,1_month_rainfall_aggregate_avg
1990-06-11,28.169,22.333,28.878999999999998,7.1659999999999995,32.387,25.221,16.937,72.227,100.19500000000001,6.063000000000001,7.415000000000001,4.675,0.434,0.46699999999999997,0.472,26.2672,49.7503
1990-06-21,29.18642857142857,22.172857142857143,29.98071428571429,8.835714285714285,34.42785714285714,25.59142857142857,16.79285714285714,68.12928571428571,100.13642857142858,5.622142857142856,6.966428571428572,4.232857142857143,0.40857142857142853,0.4414285714285714,0.44642857142857145,14.0776,14.0302
1990-07-01,27.988333333333333,21.423333333333332,28.885,7.453333333333333,32.315000000000005,24.86,16.00166666666667,69.25833333333334,100.29166666666667,5.375,6.921666666666667,3.99,0.4066666666666667,0.435,0.4366666666666667,9.6983,21.0032
1990-07-11,27.895999999999997,21.753,28.74,7.779000000000001,32.407,24.634,16.313,71.189,100.397,4.492,5.67,3.1849999999999996,0.4,0.421,0.425,14.8017,36.7463
1990-07-21,28.662666666666667,21.376666666666665,29.634666666666664,8.672666666666666,33.675333333333334,25.002666666666666,16.007333333333335,66.97933333333334,100.17066666666666,5.102,6.364000000000001,3.7933333333333334,0.36800000000000005,0.41,0.412,30.0603,52.298
1990-08-01,27.551666666666666,21.47,28.396666666666665,6.911666666666666,31.65833333333333,24.745,16.073333333333334,71.05333333333333,100.22000000000001,5.4816666666666665,6.73,4.391666666666667,0.4066666666666667,0.41333333333333333,0.4116666666666666,68.6724,53.6175
1990-08-11,27.154000000000003,21.604,27.854000000000003,7.468999999999999,31.669,24.202,16.187,73.44500000000001,100.243,6.213,7.784999999999999,4.877000000000001,0.489,0.491,0.47800000000000004,70.5,60.8282
1990-08-21,28.442,21.733999999999998,29.162666666666667,8.664,33.55866666666667,24.89333333333333,16.341333333333335,69.25866666666667,100.24866666666667,4.994,6.467333333333333,3.6199999999999997,0.434,0.46266666666666667,0.4633333333333333,72.25,70.2537
1990-09-01,28.951666666666668,21.580000000000002,29.91333333333333,9.486666666666666,34.515,25.028333333333332,16.155,66.68833333333333,100.25666666666666,4.613333333333333,5.8183333333333325,3.475,0.41,0.45333333333333337,0.4566666666666667,51.0345,93.3828
1990-09-11,28.532999999999998,22.208,29.445,7.989,33.116,25.130000000000003,16.803,70.237,100.26,3.5520000000000005,4.854,2.406,0.42699999999999994,0.446,0.45,90.6379,99.7816
1990-09-21,28.100714285714286,21.855,28.935,8.473571428571429,32.96071428571428,24.487142857142857,16.423571428571428,70.80714285714285,100.29642857142858,3.8542857142857145,5.230714285714286,2.482142857142857,0.43714285714285717,0.4557142857142857,0.45285714285714285,118.2155,127.15
1990-10-01,28.691666666666666,21.365,29.541666666666668,9.098333333333334,34.13333333333333,25.035,15.971666666666666,67.155,100.39,4.8116666666666665,6.055,3.5416666666666665,0.39999999999999997,0.44,0.445,98.9655,147.3385
1990-10-11,28.982999999999997,21.997,30.439,9.232,34.305,25.072,16.577,68.362,100.356,2.451,3.9299999999999997,1.0699999999999998,0.40199999999999997,0.425,0.43099999999999994,89.3793,205.3934
1990-10-21,26.744666666666667,23.422,27.360666666666663,5.187333333333333,29.790666666666667,24.602666666666668,18.062666666666665,82.92133333333332,100.34066666666666,2.2353333333333336,3.496666666666667,1.2033333333333334,0.5753333333333334,0.5153333333333333,0.5026666666666667,203.6897,260.2779
